Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68,Var69,Var70,Var71,Var72,Var73,Var74,Var75,Var76,Var77,Var78,Var79,Var80,Var81,Var82,Var83,Var84,Var85,Var86,Var87,Var88,Var89,Var90,Var91,Var92,Var93,Var94,Var95,Var96,Var97,Var98,Var99,Var100,Var101,Var102,Var103,Var104,Var105,Var106,Var107,Var108,Var109,Var110,Var111,Var112,Var113,Var114,Var115,Var116,Var117,Var118,Var119,Var120,Var121,Var122,Var123,Var124,Var125,Var126,Var127,Var128,Var129,Var130,Var131,Var132,Var133,Var134,Var135,Var136,Var137,Var138,Var139,Var140,Var141,Var142,Var143,Var144,Var145,Var146,Var147,Var148
0.003815,0.000208,-6.29e-05,-0.0011,0.00549,0.000143,0.022521,0.005958,-6.77e-05,-0.00017,-0.00042,-0.00072,0.000293,-0.00028,0.230276,0.017566,0.02183,0.029621,0.083894,0.079529,0.10301,0.076801,0.007786,0.010563,0.018159,0.017168,0.018768,0.017934,60.36533,84.42981,-346.846,-26.8663,15.28069,557.464,4.574008,12.89,-115.001,-63.0896,-43.2514,-23.7601,64.05218,-64.6558,0.230172,0.017558,0.02182,0.029607,0.083856,0.079493,0.102963,0.076767,0.007783,0.010559,0.018151,0.01716,0.01876,0.017926,0.035706,0.027361,0.015057,0.010704,0.009414,0.005463,0.004244,0.014982,0.011642,0.006556,0.005107,0.002528,0.00149,0.000751,0.503653,1.251842,1.048352,0.635902,0.458527,0.276863,0.136003,0.606106,1.286924,0.973515,0.612584,0.517418,0.329502,0.14214,1.893291,1.175187,1.02177,0.605018,0.387016,0.259147,0.108974,1.092943,1.306731,0.962125,0.538189,0.399784,0.267259,0.134395,1.79522,2.589955,4.314866,3.369396,6.225036,4.861011,7.003974,10.1046,0.770735,0.255523,0.164272,0.060613,0.082526,0.219662,-0.34841,0.038722,0.029735,0.016422,0.01186,0.009747,0.005662,0.00431,30.26571,0.339914,0.524325,0.963511,7.806546,7.070114,12.1008,2.827486,0.066682,0.122597,0.362965,0.325378,0.387746,0.357219,0.183333,5.233333,1.783333,0.966667,0.266667,0.166667,0.1,0.183333,5.033333,1.533333,0.733333,0.4,0.216667,0.116667
0.008588,0.000664,0.001,-0.0011,0.001918,0.028893,0.0,0.000888,-0.00097,-0.00278,0.003467,0.035652,-0.05737,0.0,0.426364,0.032221,0.041727,0.052353,0.069079,0.189634,0.0,0.530971,0.03232,0.069213,0.074054,0.214558,0.433179,0.0,49.64827,48.52472,41.74299,-47.652,36.01301,6.563207,0.0,597.6826,-33.2699,-24.9174,21.36247,6.018199,-7.55103,0.0,0.425878,0.032185,0.041679,0.052293,0.069,0.189417,0.0,0.530366,0.032283,0.069134,0.07397,0.214314,0.432686,0.0,0.06212,0.048592,0.027376,0.01765,0.012651,0.011989,0.0,0.077959,0.055856,0.032072,0.021386,0.022911,0.022095,0.0,0.449064,1.109153,0.743482,0.565198,0.523319,0.228924,0.0,0.391593,1.045956,0.523857,0.501871,0.407319,0.186546,0.0,2.075122,1.378723,0.807617,0.576107,0.523494,0.176495,0.0,1.631417,1.125959,0.470138,0.517844,0.358453,0.141032,0.0,3.920835,5.656569,4.581728,4.716249,6.610036,6.804109,6.084499,8.778077,-0.00078,-0.0459,0.163262,-0.13796,-0.09188,-0.74606,0.0,0.099682,0.074034,0.042167,0.027729,0.026171,0.025138,0.0,29.97931,0.456732,0.75261,1.203691,2.085721,16.84682,0.0,122.2472,0.461908,2.100633,2.342382,21.0228,82.57681,0.0,0.083333,2.016667,0.716667,0.35,0.2,0.05,0.0,0.066667,3.016667,0.433333,0.316667,0.1,0.05,0.0
0.003324,-0.00056,0.001653,-0.00182,-0.00013,-0.01577,0.000678,0.009381,-0.00048,-0.00063,-0.00311,-0.0121,-0.03782,-0.01111,0.380366,0.02648,0.033825,0.044127,0.070141,0.174688,0.150846,0.665522,0.037109,0.038964,0.074082,0.367634,0.416432,0.23629,114.4473,-47.3413,20.46301,-24.2376,-558.539,-11.076,222.4199,70.94718,-78.1033,-61.4155,-23.8261,-30.375,-11.0111,-21.2653,0.380179,0.026467,0.033809,0.044105,0.070107,0.174603,0.150772,0.665195,0.037091,0.038945,0.074046,0.367453,0.416227,0.236174,0.054352,0.040841,0.024844,0.016649,0.011634,0.010693,0.006392,0.078847,0.057457,0.02773,0.023188,0.029488,0.017906,0.005472,0.442833,1.189237,0.94278,0.638644,0.548275,0.239267,0.139531,0.317256,1.188519,0.865011,0.589967,0.302279,0.150554,0.066535,2.260418,1.186798,0.911353,0.580827,0.427587,0.193015,0.092156,2.693764,1.10217,0.740068,0.528402,0.21446,0.144328,0.069756,3.619512,5.221852,4.631207,5.197098,6.68142,7.497828,6.924612,9.990104,-0.65674,-0.12483,-0.23382,-0.12804,-0.0209,-0.38835,-0.02538,0.095765,0.070494,0.037232,0.028546,0.031701,0.020856,0.008415,101.1613,0.714124,1.161754,1.980268,5.013938,31.61124,23.28627,432.9721,1.403081,1.544469,5.591462,139.9533,175.729,59.66931,0.116667,4.75,1.833333,0.95,0.416667,0.133333,0.1,0.116667,4.833333,1.716667,0.733333,0.183333,0.1,0.05
0.000119,0.000331,0.000215,-0.00026,-0.00279,0.005144,0.0,0.001053,9.08e-05,-0.00136,-0.0012,-0.00573,0.032278,-0.01632,0.48878,0.036342,0.040975,0.048198,0.082446,0.080494,0.0,0.482745,0.036869,0.047932,0.108901,0.213975,0.36985,0.088609,4112.738,109.8017,190.5128,-184.35,-29.5986,15.64938,0.0,458.6074,406.1627,-35.1716,-90.9559,-37.3496,11.45843,-5.43045,0.488365,0.036311,0.04094,0.048157,0.082376,0.080426,0.0,0.482335,0.036837,0.047892,0.108809,0.213793,0.369536,0.088533,0.068177,0.055133,0.030912,0.015328,0.009224,0.005663,0.0,0.085354,0.060584,0.036891,0.028572,0.027661,0.015989,0.003847,0.44247,1.096774,0.899665,0.595227,0.444063,0.260746,0.0,0.530424,1.144358,0.888097,0.592127,0.511835,0.145809,0.138228,2.166734,1.324679,0.961364,0.608116,0.431799,0.19692,0.0,2.305611,1.218979,0.941673,0.560328,0.436218,0.156043,0.130938,3.881071,5.599201,4.772519,4.800291,6.88529,6.925357,6.378426,9.202124,-0.09432,-0.02808,0.110711,0.174383,0.446476,0.141638,0.0,0.109241,0.081915,0.04813,0.032424,0.029158,0.016963,0.0,17.97802,0.778599,0.987884,1.369833,4.085065,3.81321,0.0,142.0759,0.803555,1.354952,6.968465,27.42378,81.45017,4.914202,0.133333,2.666667,1.083333,0.45,0.15,0.1,0.0,0.1,3.15,1.116667,0.366667,0.183333,0.066667,0.05
0.009143,-0.00038,0.004845,-0.01701,0.009836,-0.0307,0.0,0.009818,0.000762,0.00079,0.002383,-0.05174,0.041208,0.0,1.088673,0.062181,0.071948,0.167425,0.326788,0.228018,0.0,1.153578,0.070443,0.075513,0.086045,0.682502,0.652209,0.0,119.0736,-161.55,14.84886,-9.84547,33.2225,-7.42825,0.0,117.494,92.45909,95.62571,36.1115,-13.1905,15.82705,0.0,1.087258,0.0621,0.071854,0.167207,0.326363,0.227721,0.0,1.152079,0.070352,0.075415,0.085933,0.681615,0.651361,0.0,0.119607,0.093992,0.049369,0.036868,0.032956,0.01291,0.0,0.147579,0.109964,0.054535,0.031078,0.063152,0.036632,0.0,0.27402,1.024347,0.741325,0.408246,0.356566,0.212304,0.0,0.370289,0.821684,0.856965,0.597279,0.377638,0.192675,0.0,1.771957,1.177075,0.875802,0.401105,0.234278,0.171476,0.0,1.453434,0.807199,0.949507,0.595586,0.316462,0.190523,0.0,4.595387,6.629742,4.857024,5.021864,7.007205,7.245018,5.953243,8.588715,0.244657,-0.11769,-0.09703,-0.03892,0.611516,0.301154,0.0,0.189962,0.14466,0.073562,0.04822,0.071234,0.03884,0.0,130.706,1.491974,1.987189,10.7536,42.27562,19.81729,0.0,465.6665,1.91927,2.194935,2.841025,177.8989,170.8461,0.0,0.066667,1.733333,0.666667,0.2,0.083333,0.05,0.0,0.05,1.883333,0.65,0.333333,0.083333,0.05,0.0
0.005522,-0.00103,0.000233,-0.00258,-0.00315,-0.00043,-0.00736,0.005493,-0.00155,0.001643,0.003229,0.022391,0.013061,-0.04849,0.444475,0.072953,0.074411,0.090319,0.108636,0.165497,0.240787,1.102574,0.085138,0.098549,0.137933,0.308314,0.426985,0.62894,80.48593,-71.007,319.3912,-35.0139,-34.4791,-384.349,-32.7125,200.7403,-54.8595,59.96867,42.72246,13.76952,32.69268,-12.9695,0.444253,0.072916,0.074374,0.090274,0.108582,0.165415,0.240667,1.102025,0.085096,0.0985,0.137864,0.308161,0.426772,0.628627,0.129618,0.106102,0.053269,0.029416,0.019759,0.014672,0.01222,0.155855,0.120785,0.066598,0.03851,0.039926,0.031935,0.019662,0.84136,1.238591,0.921113,0.625204,0.587098,0.374154,0.188718,0.4237,1.22368,0.880564,0.627913,0.509588,0.315712,0.100979,1.817735,1.184927,0.90194,0.583106,0.538987,0.357275,0.184515,1.559863,1.196659,0.764052,0.6043,0.474597,0.28337,0.102807,4.177344,6.026633,4.912027,5.476595,7.086557,7.901057,6.912743,9.97298,0.262991,0.038407,0.071896,0.087764,0.109261,-0.04509,0.064595,0.202711,0.160769,0.085281,0.04846,0.044548,0.035144,0.02315,203.9813,5.352594,5.557144,8.205751,11.84695,27.50553,57.69755,1277.159,7.296839,9.756287,19.10903,94.82548,183.868,407.8053,0.15,4.333333,1.75,0.783333,0.45,0.216667,0.133333,0.1,4.5,1.616667,0.616667,0.3,0.183333,0.066667
0.00125,0.001466,0.000391,0.001702,0.013972,0.075884,-0.00863,0.002679,0.002374,-0.00927,0.003779,-0.00237,0.078838,-0.12828,0.578876,0.044795,0.044242,0.091064,0.179392,0.420957,0.090571,0.680178,0.054802,0.095824,0.110327,0.159187,0.471651,0.34157,463.1008,30.55924,113.0322,53.4894,12.83936,5.547336,-10.4938,253.9333,23.08784,-10.3415,29.19329,-67.0559,5.982504,-2.66276,0.578137,0.044738,0.044186,0.090947,0.179163,0.420419,0.090455,0.67931,0.054732,0.095701,0.110187,0.158984,0.471049,0.341134,0.094894,0.072052,0.038193,0.032956,0.025625,0.024157,0.002348,0.108049,0.080404,0.051718,0.031242,0.023991,0.023735,0.007115,0.455027,0.907598,0.850817,0.566663,0.524338,0.209024,0.076169,0.365993,0.944152,0.534838,0.515436,0.456959,0.181362,0.055466,1.96851,0.892681,0.968683,0.601784,0.504916,0.178637,0.067117,1.466337,0.889335,0.410847,0.407901,0.474526,0.165695,0.042797,3.964991,5.720272,4.596214,4.596445,6.630935,6.631268,5.971262,8.61471,0.852587,0.274607,0.03649,0.303179,0.522895,0.877393,0.731745,0.143804,0.107965,0.064292,0.045411,0.035103,0.033866,0.007493,85.57844,0.790742,0.767415,3.249471,12.66098,74.89427,3.740035,157.2357,1.174799,3.573913,4.780871,10.14159,93.24697,54.27028,0.066667,2.183333,0.866667,0.366667,0.15,0.05,0.016667,0.05,2.033333,0.516667,0.283333,0.133333,0.05,0.016667
5.16e-19,-0.00026,-0.00137,-0.00538,0.002277,-0.01036,-0.00091,0.008435,-0.00079,-0.00206,0.00405,-0.00134,0.01086,-0.0057,0.208489,0.02779,0.049648,0.068017,0.087226,0.064408,0.059693,0.614265,0.041971,0.048248,0.108209,0.123286,0.111773,0.123553,4.04e+17,-107.15,-36.2746,-12.6505,38.30286,-6.21849,-65.5829,72.82152,-53.142,-23.4105,26.72074,-91.7524,10.29247,-21.6627,0.208234,0.027756,0.049587,0.067934,0.087119,0.064329,0.05962,0.613513,0.041919,0.048189,0.108076,0.123136,0.111637,0.123402,0.062833,0.045693,0.033882,0.021956,0.013762,0.006553,0.003007,0.079037,0.059964,0.031417,0.032206,0.018998,0.009796,0.006362,0.623847,1.012468,0.605112,0.518927,0.513241,0.392049,0.167484,0.309582,1.025349,0.849962,0.54248,0.514386,0.34438,0.171343,2.086662,1.197944,0.5893,0.461331,0.514303,0.328588,0.167076,2.181224,1.203844,0.911535,0.515789,0.440062,0.317078,0.134918,3.167235,4.569355,3.91167,4.46802,5.643346,6.44599,6.013715,8.675957,0.75875,0.372417,0.216846,0.652063,0.563968,0.150826,0.68154,0.10097,0.07539,0.046206,0.038979,0.023459,0.011786,0.007037,16.54308,0.31664,1.008482,1.868957,3.082014,1.741768,1.536337,164.5213,0.716442,0.953462,4.786498,6.190449,5.111037,6.701654,0.133333,2.316667,0.666667,0.316667,0.166667,0.1,0.05,0.05,1.833333,0.6,0.283333,0.15,0.083333,0.05
0.006187,-0.00041,-1.82e-06,-0.00019,-0.00567,0.004373,0.006676,0.004497,0.000467,0.000466,0.000173,0.008063,-0.00312,-0.01391,0.224947,0.032784,0.030446,0.037891,0.077658,0.111102,0.130972,0.3644,0.019483,0.024439,0.055563,0.182982,0.119859,0.065327,36.36087,-80.0037,-16705.0,-197.96,-13.6933,25.4055,19.61753,81.036,41.67777,52.39508,321.9822,22.69388,-38.4319,-4.69684,0.224843,0.032769,0.030432,0.037873,0.077622,0.111051,0.130911,0.364232,0.019474,0.024428,0.055537,0.182897,0.119804,0.065297,0.058077,0.047592,0.023839,0.015133,0.0129,0.008147,0.005647,0.045581,0.032402,0.016944,0.015665,0.019361,0.005829,0.001694,0.769003,1.207192,1.006619,0.641055,0.416918,0.304399,0.147587,0.338534,1.239392,0.933628,0.605848,0.35987,0.175777,0.08152,2.244281,1.132503,0.96191,0.621272,0.311168,0.260084,0.122903,1.865827,1.137163,0.746242,0.505383,0.228201,0.158495,0.079464,2.720903,3.925433,4.360052,4.613791,6.290225,6.656293,6.98749,10.08082,0.07964,-0.07872,-0.05755,-0.1393,-0.36507,0.055701,-0.06502,0.073828,0.057575,0.029247,0.02178,0.023264,0.010018,0.005896,51.03461,1.165142,1.003067,1.555166,6.528314,13.60468,17.39701,80.627,0.41221,0.646805,3.343802,36.19934,15.96133,4.78061,0.166667,4.75,2.166667,1.1,0.366667,0.183333,0.116667,0.183333,6.116667,1.6,0.716667,0.283333,0.133333,0.066667
0.000944,0.000211,0.000398,0.001663,0.001565,-0.03473,0.003461,0.001261,0.00028,-0.00139,-0.00298,0.024872,0.016027,-0.00083,0.427755,0.033444,0.049383,0.081553,0.232639,0.28404,0.130703,0.208071,0.024138,0.028965,0.06521,0.139024,0.1343,0.083919,453.2561,158.7622,124.0308,49.02925,148.6743,-8.17787,37.76947,164.9602,86.29281,-20.8547,-21.8962,5.589598,8.379682,-101.043,0.427561,0.033429,0.049361,0.081516,0.232533,0.283911,0.130644,0.207977,0.024127,0.028952,0.06518,0.13896,0.134239,0.083881,0.075553,0.053962,0.034916,0.023719,0.023606,0.016323,0.005521,0.044106,0.034498,0.018443,0.014221,0.012131,0.008361,0.003197,0.442527,1.212954,0.781543,0.590579,0.293544,0.218865,0.147661,0.438705,1.11342,0.808641,0.564629,0.299815,0.247263,0.129354,1.986591,1.149846,0.65496,0.533828,0.191476,0.185785,0.134594,0.758353,0.788575,0.446297,0.472171,0.236584,0.225366,0.11832,2.631565,3.796546,4.83965,3.796137,6.98214,5.476668,7.004882,10.10591,-0.73175,-0.32037,-0.19223,-0.13298,-0.15222,-0.25842,-0.19332,0.087485,0.064047,0.039487,0.027656,0.026541,0.018339,0.006379,206.2146,1.238149,2.687182,7.314859,60.58298,86.73296,18.93616,48.40148,0.643065,0.924733,4.685349,20.81614,20.09475,7.909905,0.183333,5.75,1.583333,0.716667,0.25,0.15,0.116667,0.2,4.516667,1.7,0.533333,0.2,0.166667,0.1
0.008445,-0.00052,0.000236,0.000293,-0.00237,0.003467,-0.02022,0.001155,-0.00112,-9.95e-05,-0.00102,-0.0073,0.000644,-0.00366,0.167639,0.014683,0.014472,0.044348,0.060999,0.06554,0.104068,0.25761,0.023617,0.022631,0.049914,0.091977,0.101574,0.065665,19.85052,-28.2426,61.35999,151.3456,-25.6974,18.90238,-5.14746,223.1238,-21.1254,-227.367,-49.0337,-12.6058,157.8055,-17.9405,0.167561,0.014676,0.014465,0.044328,0.060971,0.06551,0.104019,0.25749,0.023606,0.02262,0.04989,0.091934,0.101526,0.065634,0.028866,0.022115,0.011267,0.010408,0.007807,0.004081,0.00275,0.040917,0.032207,0.016639,0.01224,0.010185,0.006573,0.002146,0.485673,1.186277,1.049511,0.593128,0.504845,0.247741,0.081922,0.445169,1.233662,1.032838,0.594853,0.423357,0.259881,0.106432,1.581298,1.171813,1.023356,0.508735,0.469686,0.221181,0.079935,0.982495,1.181206,0.968798,0.492836,0.328502,0.235164,0.106799,2.429283,3.504715,4.007231,4.277423,5.781212,6.171017,6.979145,10.06878,0.5698,0.5585,0.471011,0.515998,0.350081,0.468403,0.384622,0.050075,0.039068,0.020094,0.016067,0.012832,0.007737,0.003488,30.38621,0.231934,0.224973,2.113288,3.998392,4.703345,12.01475,47.04162,0.599383,0.550318,2.681212,9.235466,11.25328,4.88738,0.116667,5.066667,2.116667,0.55,0.316667,0.15,0.066667,0.133333,4.333333,1.983333,0.55,0.25,0.166667,0.066667
0.008213,-0.00016,-0.0008,-0.00238,-0.00022,0.008686,-0.01676,0.006782,-0.00102,-0.00039,-0.00361,-0.00442,-0.02013,0.053977,0.439604,0.028957,0.038398,0.101749,0.129756,0.151518,0.266615,0.738247,0.038503,0.040844,0.088375,0.246355,0.433575,0.323662,53.52338,-176.004,-48.1274,-42.838,-592.097,17.44393,-15.9059,108.8517,-37.6708,-105.129,-24.508,-55.6875,-21.5349,5.996287,0.439404,0.028944,0.038381,0.101703,0.129697,0.151449,0.266493,0.73791,0.038485,0.040826,0.088335,0.246243,0.433377,0.323515,0.062837,0.04647,0.02649,0.022075,0.016779,0.010296,0.007696,0.083018,0.060232,0.025701,0.026772,0.027475,0.0232,0.011434,0.433016,1.194727,0.938977,0.564332,0.487132,0.270661,0.084429,0.301812,1.199665,0.912915,0.585801,0.451835,0.199604,0.106329,2.175061,1.108975,0.760341,0.470324,0.393269,0.240705,0.07432,2.211162,1.006871,0.810223,0.503495,0.373823,0.16474,0.078973,3.82331,5.51587,4.908542,5.198719,7.081529,7.500166,7.000334,10.09935,0.590639,0.362011,0.179009,0.159745,0.100633,0.356743,0.456175,0.104118,0.076074,0.036908,0.034699,0.032193,0.025382,0.013783,164.4407,0.919421,1.615597,11.35811,18.44756,25.45589,83.19014,605.6684,1.629529,1.828159,8.570062,66.99144,208.016,117.8518,0.133333,5.566667,1.733333,0.416667,0.316667,0.166667,0.066667,0.133333,5.7,1.5,0.783333,0.283333,0.15,0.083333
0.002067,-0.00185,0.000398,0.000866,-0.00881,0.011591,0.022312,0.007672,-0.00155,-0.00183,0.004903,-0.00138,-0.01316,-0.00937,0.759247,0.050791,0.05469,0.168638,0.191626,0.19426,0.164491,0.229816,0.039744,0.055601,0.115357,0.053584,0.068732,0.111807,367.4056,-27.5166,137.4037,194.8438,-21.7403,16.75926,7.372442,29.95438,-25.6908,-30.3581,23.52632,-38.8514,-5.22153,-11.9318,0.758344,0.05073,0.054625,0.168438,0.191398,0.194029,0.164296,0.229543,0.039697,0.055535,0.11522,0.05352,0.068651,0.111674,0.11689,0.083531,0.046363,0.046557,0.027988,0.013184,0.007381,0.071889,0.054307,0.034936,0.029445,0.009935,0.005452,0.004301,0.186144,1.018511,0.627755,0.17185,0.319747,0.259607,0.142473,0.129304,0.49327,0.22395,0.160802,0.310393,0.29337,0.111764,0.946879,1.134373,0.573862,0.14917,0.173987,0.230969,0.093652,0.529539,0.41888,0.179295,0.048821,0.160759,0.175625,0.094931,2.044271,2.94926,4.354296,2.839584,6.281922,4.096654,6.042633,8.717676,0.807034,0.25005,-0.12302,0.88587,0.639983,0.463512,0.636379,0.137228,0.099633,0.058052,0.055087,0.029699,0.014266,0.008542,166.9061,1.091113,1.256237,12.2154,15.67998,16.23863,12.60879,20.36964,0.668653,1.308382,5.604741,1.22637,2.068658,5.926723,0.083333,2.433333,0.85,0.2,0.116667,0.066667,0.033333,0.133333,1.65,0.55,0.233333,0.15,0.066667,0.033333
0.009001,-0.00079,0.002707,0.001563,-0.0078,0.017464,-5.64e-05,0.008013,0.001021,0.001123,0.006334,0.003879,-0.01518,0.00088,0.713953,0.112089,0.125542,0.241434,0.25616,0.263495,0.181241,0.618502,0.060146,0.065011,0.087301,0.264084,0.340515,0.205919,79.31865,-142.598,46.37253,154.4198,-32.8407,15.08797,-3211.76,77.18841,58.93683,57.87796,13.7838,68.08608,-22.4297,234.058,0.71357,0.112029,0.125475,0.241304,0.256023,0.263354,0.181143,0.61817,0.060113,0.064976,0.087254,0.263942,0.340332,0.205809,0.224724,0.177416,0.093238,0.075542,0.043924,0.024232,0.009835,0.099415,0.079676,0.0396,0.025621,0.02574,0.017962,0.007975,0.860172,1.227676,0.950599,0.521787,0.572044,0.382328,0.202787,0.356251,0.947816,0.658781,0.568157,0.385753,0.188913,0.127724,2.176511,1.197332,0.823,0.512533,0.523989,0.361418,0.179645,0.64847,0.610117,0.437771,0.433407,0.27222,0.181977,0.119138,3.922639,5.659172,5.215199,4.888493,7.523942,7.052605,6.836259,9.862637,-0.21728,0.079357,-0.03182,-0.13503,0.126204,0.178494,-0.08601,0.245732,0.194486,0.101299,0.079769,0.05091,0.030163,0.012662,365.4168,11.71313,14.67709,53.81242,60.92761,63.78198,30.95712,322.8286,3.367681,3.935211,7.024422,64.92251,109.045,40.41705,0.25,4.516667,1.633333,0.7,0.416667,0.2,0.133333,0.133333,3.416667,1.366667,0.65,0.216667,0.116667,0.083333
0.002031,0.00035,0.002563,-0.00339,0.002631,0.007062,0.010103,0.006074,-0.00092,0.000336,0.00579,0.020966,-0.01006,-0.01102,0.57101,0.038392,0.0535,0.131627,0.162374,0.330755,0.164492,1.664504,0.046978,0.070352,0.229784,0.283032,0.292681,0.359793,281.2098,109.5651,20.87057,-38.8255,61.70679,46.83884,16.28178,274.0523,-51.1548,209.1832,39.68647,13.49945,-29.0946,-32.653,0.570754,0.038374,0.053476,0.131568,0.162301,0.330607,0.164418,1.663756,0.046957,0.070321,0.229681,0.282905,0.29255,0.359631,0.09317,0.066804,0.033187,0.035582,0.02675,0.026579,0.007193,0.121165,0.086116,0.039753,0.046648,0.039184,0.023306,0.018555,0.459122,1.14747,0.890985,0.594258,0.514062,0.267889,0.153197,0.172374,1.183135,0.775039,0.557827,0.502893,0.326274,0.177246,2.58179,1.020536,0.753253,0.47664,0.41507,0.155672,0.147038,2.487591,1.072332,0.593175,0.43806,0.442151,0.267172,0.122704,4.490399,6.478277,5.085973,5.721734,7.337508,8.254717,7.014814,10.12024,-0.21186,-0.24151,-0.09178,-0.4085,-0.17536,-0.3638,0.079179,0.152844,0.10899,0.051785,0.05867,0.047445,0.03535,0.0199,367.8692,1.644581,3.183794,19.19868,29.30992,121.3024,29.70819,2287.536,2.468464,5.406929,58.49513,89.19833,95.90277,145.5326,0.166667,7.666667,1.433333,0.7,0.45,0.233333,0.116667,0.083333,8.3,1.333333,0.55,0.366667,0.216667,0.133333
0.008182,-0.00302,0.002248,-0.00124,-0.00357,-0.01171,0.011478,0.006515,-0.00016,5.4e-05,-0.00329,-0.00433,-0.0028,0.004384,1.237775,0.049114,0.04656,0.043568,0.088212,0.131751,0.073623,0.415781,0.027094,0.028845,0.050433,0.119645,0.100618,0.113209,151.2837,-16.2773,20.70821,-35.2011,-24.7322,-11.2476,6.414534,63.81752,-165.96,534.5767,-15.326,-27.6493,-35.951,25.82244,1.23715,0.04909,0.046537,0.043546,0.088167,0.131684,0.073586,0.415571,0.02708,0.02883,0.050407,0.119584,0.100567,0.113152,0.073883,0.064792,0.028569,0.012138,0.009746,0.005926,0.00237,0.04922,0.039194,0.019845,0.012827,0.012597,0.007271,0.003958,0.131385,1.158104,0.797089,0.610759,0.377304,0.156801,0.104426,0.328785,1.277737,0.907264,0.571431,0.37894,0.290151,0.099051,1.853726,0.963094,0.691782,0.549803,0.331509,0.144798,0.099815,1.140029,1.108967,0.84679,0.510308,0.258115,0.241747,0.066063,3.455895,4.985802,4.97665,4.326691,7.179788,6.242095,6.897705,9.951285,0.890493,0.256375,0.251811,0.250628,0.792222,0.258767,0.655255,0.088777,0.075724,0.034785,0.01766,0.015927,0.00938,0.004613,459.6551,2.389549,2.146307,1.886926,7.716161,17.22014,5.598249,80.73635,0.72763,0.823889,2.513988,14.20925,10.22448,13.25154,0.05,3.816667,1.466667,0.633333,0.25,0.116667,0.066667,0.15,4.25,1.65,0.583333,0.25,0.15,0.083333
0.008211,0.000492,-0.00146,-0.00132,0.003561,0.002658,-0.0051,0.005899,-0.00101,-0.00019,0.001359,-0.00479,0.007196,-0.00355,0.354415,0.08575,0.103595,0.101158,0.084424,0.108878,0.111809,0.695704,0.07871,0.071585,0.124902,0.266768,0.46683,0.211002,43.16227,174.3514,-71.0208,-76.4935,23.70791,40.96655,-21.9157,117.933,-77.7938,-383.26,91.91435,-55.7198,64.87313,-59.4594,0.354247,0.085709,0.103546,0.10111,0.084384,0.108826,0.111755,0.695373,0.078672,0.071551,0.124843,0.266641,0.466608,0.210902,0.156999,0.129745,0.073854,0.037121,0.016149,0.010636,0.005251,0.152552,0.12096,0.056053,0.042607,0.03629,0.033172,0.008844,0.994358,1.250378,0.897587,0.603259,0.594128,0.410055,0.169921,0.621743,1.181887,0.977696,0.607853,0.479764,0.281017,0.143936,1.770995,1.220344,0.797195,0.590471,0.54947,0.346498,0.163227,1.680015,1.123636,0.874999,0.55475,0.359724,0.206376,0.14281,3.586298,5.173934,4.643598,5.187924,6.699295,7.484592,6.957497,10.03755,0.202813,0.187849,0.105803,0.147261,0.20198,0.18062,0.563964,0.218908,0.177384,0.092716,0.056509,0.039721,0.034835,0.010285,95.73354,7.722613,11.26854,10.7557,7.497603,12.53653,13.20281,519.477,6.517738,5.378968,16.39684,74.69362,230.2319,47.24088,0.25,4.916667,1.85,0.916667,0.5,0.25,0.116667,0.183333,4.816667,2.0,0.833333,0.35,0.183333,0.1
